Linux 7.1.12-200.fc44.x86_64 (fedora) 	06/09/26 	_x86_64_	(16 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:05 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:06 PM IST  1000     37042    2.00    1.00    0.00    0.00    3.00     5      6.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:07 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:08 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5      4.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:09 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:10 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   65984   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:11 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   66112   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:12 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      4.00      0.00 2919300   66112   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:13 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66112   0.41  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:14 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66368   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:15 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66368   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:16 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      7.00      0.00 2919300   66368   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:17 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66368   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:18 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:19 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:20 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:21 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:22 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:23 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      7.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:24 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:25 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:26 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:27 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      4.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:28 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:29 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:30 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      4.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:31 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:32 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:33 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:34 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:35 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66496   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:36 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:37 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      7.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:38 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:39 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:40 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:41 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:42 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      4.95      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:43 PM IST  1000     37042    2.00    1.00    0.00    0.00    3.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:44 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:45 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:46 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:47 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:48 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:49 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:50 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66624   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:51 PM IST  1000     37042    3.00    1.00    0.00    0.00    4.00     5      6.00      0.00 2919300   66752   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:52 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   66880   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:53 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66880   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:54 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   66880   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:55 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67008   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:56 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67136   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:57 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      5.00      0.00 2919300   67136   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:58 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      5.00      0.00 2919300   67136   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:08:59 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67136   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:00 PM IST  1000     37042    2.00    1.00    0.00    0.00    3.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:01 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:02 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:03 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5      6.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:04 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:05 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5      7.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:06 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:07 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      6.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:08 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      4.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:09 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:10 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:11 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:12 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67264   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:13 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67392   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:14 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67392   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:15 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      6.00      0.00 2919300   67520   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:16 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67520   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:17 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   67520   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:18 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67520   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:19 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   67520   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:20 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5      8.00      0.00 2919300   67648   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:21 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      9.00      0.00 2919300   67648   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:22 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5     14.00      0.00 2919300   67776   0.42  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:23 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5     28.00      0.00 2919300   68032   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:24 PM IST  1000     37042    0.00    0.00    0.00    0.00    0.00     5     31.00      0.00 2919300   68160   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:25 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5     20.00      0.00 2919300   68160   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:26 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5     59.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:27 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      4.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:28 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:29 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:30 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      4.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:31 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:32 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:33 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:34 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68544   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:35 PM IST  1000     37042    3.00    1.00    0.00    0.00    4.00     5     29.00      0.00 2919300   68672   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:36 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:37 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:38 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:39 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:40 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:41 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68800   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:42 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:43 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      7.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:44 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:45 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:46 PM IST  1000     37042    1.00    1.00    0.00    0.00    2.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:47 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:48 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:49 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:50 PM IST  1000     37042    3.00    0.00    0.00    0.00    3.00     5     30.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:51 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:52 PM IST  1000     37042    2.00    0.00    0.00    0.00    2.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:53 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:54 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      6.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:09:55 PM IST  1000     37042    1.00    0.00    0.00    0.00    1.00     5      5.00      0.00 2919300   68928   0.43  race-control

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
